0.0025938,0.0278999,0.0202828,0.0032957,0.028853,,0.028169014,0.125,0.36199095,0.082191781,0.101265823
0.0075707,0.0406968,0.0146867,0.0032974,0.0179157,,0.950819672,0.090909091,0.242677824,0.950819672,0.030769231
0.003307,0.0198531,0.0105199,0.0026235,0.0218741,,0.47311828,0,0.164383562,0.47311828,0
0.0072949,0.0595538,0.0253084,0.0086617,0.0238277,,0,0,0,0,0
0.0033682,0.0258385,0.008945,0.0032774,0.0269197,,0.045977011,0.150537634,0.289855072,0.565217391,0.565217391
0.0017273,0.0102514,0.0070407,0.0024488,0.0256409,,0.507042254,0.027027027,0.44047619,0.691358025,0.068181818
0.0032126,0.0193166,0.0055303,0.002314,0.024103,,0.383561644,0.021052632,0.375510204,0.043956044,0.747252747
0.0028332,0.0229785,0.0116262,0.0046649,0.0259119,,0,0.330275229,0.391304348,0,0
0.0029914,0.0130972,0.0061809,0.0015795,0.0247407,,0.271604938,0.580645161,0.622222222,0.56,0.559139785
0.0030735,0.0237739,0.0129746,0.0037944,0.0299237,,0,0.263157895,0.398601399,0.705882353,0
0.0038364,0.0258651,0.0112319,0.0033886,0.0263298,,0.02247191,0,0.442105263,0.178217822,0.178217822
0.0024226,0.0227625,0.009415,0.002775,0.0342309,,0.301075269,0.3125,0.411764706,0.301075269,0.3125
0.0038354,0.0597606,0.0147831,0.0034472,0.0432579,,0,0,0.576470588,0,0
0.0053546,0.0286924,0.0110081,0.0032942,0.0298069,,0.297297297,0,0.327272727,0,0
0.0036469,0.022801,0.0100767,0.0029675,0.0289179,,0.696969697,0.551724138,0.312236287,0.696969697,0
0.0121101,0.0709624,0.0336123,0.0085779,0.0225251,,0.018867925,0.050847458,0.522033898,0.018867925,0.490909091
0.0024679,0.0222066,0.0217803,0.0041989,0.0293009,,0,0.256410256,0.281368821,0,0.826666667
0.0101601,0.0696145,0.0293643,0.0106564,0.0324568,,0,0.702702703,0.015564202,0.083333333,0.083333333
0.0122813,0.0693258,0.0333425,0.0112458,0.0358785,,0.030769231,0.3,0.188405797,0.136363636,0.136363636
0.0074313,0.0575123,0.0367995,0.0096224,0.0499484,,0,0.328358209,0.173584906,0,0
0.0128698,0.0741042,0.0371343,0.0073505,0.0345253,,0,0,0.281368821,0.973684211,0.961038961
0.0134783,0.0838566,0.0475785,0.0192249,0.0340865,,0.03030303,0,0.015686275,0,0
0.0077119,0.0362773,0.0333544,0.0102529,0.0333264,,0.161290323,0,0.290322581,0.161290323,0.030769231
0.0044903,0.0498057,0.028465,0.0046126,0.0268459,,0.952380952,0,0.241666667,0.952380952,0
0.0032906,0.0270997,0.0112081,0.0032204,0.0358012,,0.675,0.02739726,0.359375,0.675,0.070588235
0.0028096,0.0233904,0.0102753,0.002626,0.0258355,,0.830769231,0,0.296650718,0,0.830769231
0.0120872,0.0935977,0.0544618,0.0147939,0.0430942,,0.025974026,0.042553191,0.362264151,0,0.022727273
0.0082685,0.0708342,0.023158,0.0075414,0.0299175,,0,0,0.310077519,0,0.028571429
0.0063459,0.0245394,0.0101275,0.0042822,0.0328646,,0,0,0.225941423,0.147058824,0.147058824
0.0073707,0.0637212,0.0251776,0.0067638,0.0335907,,0.101694915,0,0.228346457,0.861538462,0.848484848
0.0099785,0.0524933,0.0296092,0.007539,0.0429412,,0.028571429,0.337349398,0.234375,0.023529412,0.027777778
0.0041654,0.0220754,0.0112874,0.003518,0.0227568,,0.028571429,0.027027027,0.198529412,0,0
0.0033977,0.0323207,0.0149024,0.0036348,0.0263266,,0.240740741,0.396396396,0.264150943,0.240740741,0.018691589
0.0036711,0.031701,0.0102491,0.0039509,0.0259284,,0.346666667,0,0.318181818,0.346666667,0.419753086
